us_aqi,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,temperature_2m,relative_humidity_2m,precipitation,date
73.25,21.754,44.942,15.567,13.671,314.833,80.667,30.504,75.708,0.0,2025-05-15
69.0,19.517,37.317,14.471,12.35,289.0,72.833,30.158,79.292,0.0,2025-05-16
64.667,18.412,37.871,12.542,13.096,250.208,66.042,30.154,74.75,0.0,2025-05-17
63.125,16.883,33.738,11.812,14.392,256.083,62.083,30.188,73.333,0.0,2025-05-18
60.25,18.475,40.046,11.392,13.004,222.625,58.125,30.025,72.625,0.0,2025-05-19
68.875,23.046,69.883,8.483,12.092,208.417,62.625,30.4,70.875,0.0,2025-05-20
76.958,27.408,105.096,8.912,13.271,218.958,70.208,30.229,72.667,0.0,2025-05-21
80.458,22.942,83.225,10.112,12.888,221.792,65.292,29.975,74.708,0.2,2025-05-22
68.708,18.754,54.175,10.462,11.433,211.667,64.833,30.233,73.958,0.0,2025-05-23
65.333,21.721,57.246,8.737,11.542,209.125,67.708,30.571,72.667,0.0,2025-05-24
77.208,27.671,68.562,8.671,11.592,213.083,67.083,30.938,75.0,0.0,2025-05-25
84.958,28.396,62.321,10.029,12.158,222.375,67.333,31.267,74.0,0.0,2025-05-26
79.0,22.862,47.433,8.292,10.675,211.833,66.542,30.812,74.625,0.0,2025-05-27
76.583,26.779,67.379,11.329,12.912,275.083,75.5,30.854,78.5,0.0,2025-05-28
88.583,33.958,126.788,12.829,12.763,386.5,94.667,32.371,66.25,0.0,2025-05-29
104.5,38.179,149.117,9.083,7.696,256.917,97.958,32.608,58.792,0.0,2025-05-30
101.583,35.004,136.883,7.062,8.338,234.417,87.792,31.354,72.708,0.0,2025-05-31
98.25,36.333,141.975,9.583,9.346,289.375,83.0,31.954,64.75,0.0,2025-06-01
110.667,43.342,188.158,8.979,10.192,253.583,82.917,30.696,75.208,0.0,2025-06-02
106.458,29.612,90.021,8.171,9.275,245.875,82.833,29.879,79.042,0.0,2025-06-03
91.0,29.2,84.204,8.667,11.15,217.625,77.0,30.125,73.875,0.1,2025-06-04
79.292,24.417,72.896,8.992,11.854,211.5,67.167,30.287,69.625,0.0,2025-06-05
78.042,25.388,65.812,8.575,11.825,197.25,68.875,30.421,68.0,0.0,2025-06-06
78.125,24.308,67.271,7.904,10.4,187.375,70.292,29.958,70.625,0.0,2025-06-07
72.458,21.95,53.304,7.708,10.496,194.0,75.75,30.025,70.667,0.0,2025-06-08
73.458,22.554,50.146,8.104,10.438,191.083,71.125,30.046,69.583,0.0,2025-06-09
68.833,20.771,48.188,7.071,9.775,196.458,71.292,30.379,67.917,0.0,2025-06-10
69.875,21.537,48.083,7.542,10.496,199.833,70.042,30.404,71.292,0.0,2025-06-11
67.708,17.558,35.604,8.096,10.933,197.125,67.625,30.329,76.458,0.0,2025-06-12
61.792,20.162,52.883,10.7,12.421,242.125,71.625,30.779,79.667,0.0,2025-06-13
77.25,31.058,105.696,13.821,14.579,308.833,77.125,30.421,82.333,0.0,2025-06-14
95.292,34.05,126.362,15.812,14.825,339.333,70.833,30.329,79.792,0.0,2025-06-15
106.417,40.546,117.096,27.646,27.733,339.5,74.917,31.879,74.167,2.4,2025-06-16
107.042,33.025,100.621,16.292,14.987,289.458,70.875,31.908,74.542,0.0,2025-06-17
81.583,22.0,47.858,7.275,10.433,214.458,73.208,30.575,77.333,0.2,2025-06-18
69.625,20.362,48.396,6.083,8.154,197.917,65.625,30.333,75.833,0.4,2025-06-19
67.25,21.158,50.962,7.508,8.612,224.667,63.333,30.042,81.792,3.4,2025-06-20
69.375,20.054,43.6,8.362,9.967,226.25,61.917,30.088,82.917,4.0,2025-06-21
69.833,23.133,57.233,10.458,11.758,245.125,64.917,29.942,81.0,1.1,2025-06-22
75.667,26.604,64.375,11.013,13.112,241.333,66.0,30.254,79.625,0.7,2025-06-23
86.792,30.312,85.296,10.979,14.112,260.917,68.25,30.312,79.292,0.4,2025-06-24
91.917,32.25,83.033,16.304,17.129,367.208,66.167,29.996,78.583,0.0,2025-06-25
91.917,30.058,96.225,17.104,18.092,409.625,56.25,30.929,77.083,0.0,2025-06-26
88.25,34.279,71.842,26.825,20.938,502.042,69.583,29.783,81.958,17.1,2025-06-27
87.792,23.021,46.746,16.846,14.379,436.833,79.583,27.983,88.583,36.2,2025-06-28
67.708,15.125,26.429,16.442,14.921,332.542,67.667,28.933,84.458,1.5,2025-06-29
65.667,24.412,61.583,12.254,11.013,257.333,57.125,29.854,81.542,1.1,2025-06-30
73.708,23.421,56.771,10.929,10.817,246.5,53.875,29.867,81.542,0.8,2025-07-01
73.083,23.075,68.821,11.521,11.95,250.083,53.458,29.821,81.125,1.2,2025-07-02
78.792,27.692,84.238,16.371,16.463,322.25,48.792,29.963,80.375,0.4,2025-07-03
84.042,29.058,84.579,16.554,15.9,286.542,50.625,30.412,78.417,0.2,2025-07-04
91.917,33.279,93.983,11.196,12.742,242.292,68.167,30.958,75.625,0.5,2025-07-05
88.667,27.988,77.712,11.658,12.558,228.542,69.583,30.588,76.25,0.8,2025-07-06
91.167,33.829,92.667,19.412,19.6,313.792,60.5,30.429,76.375,0.0,2025-07-07
95.458,34.8,100.046,16.554,17.958,312.833,70.5,30.725,74.458,0.2,2025-07-08
97.708,32.604,91.846,15.475,15.379,265.25,58.5,30.504,77.583,0.6,2025-07-09
92.542,32.379,99.404,16.196,14.888,270.417,53.833,30.246,76.875,0.5,2025-07-10
91.708,27.988,76.967,15.392,15.208,259.042,52.5,30.412,75.792,0.2,2025-07-11
80.5,25.471,73.871,12.763,12.85,233.083,55.458,30.183,74.333,0.1,2025-07-12
76.583,24.621,79.762,9.771,11.296,223.625,60.5,29.938,74.958,0.6,2025-07-13
77.458,25.213,85.367,9.038,11.221,220.0,64.667,29.879,77.708,0.7,2025-07-14
81.792,29.287,82.062,11.592,13.304,234.167,59.917,29.9,74.167,0.0,2025-07-15
86.458,27.858,74.471,11.621,12.483,242.875,56.375,29.867,73.0,0.1,2025-07-16
85.75,28.158,76.379,11.321,13.838,254.875,54.917,29.704,76.0,1.1,2025-07-17
80.792,26.008,68.875,10.562,14.492,248.542,56.125,30.392,69.25,0.0,2025-07-18
78.417,25.042,66.146,8.567,12.646,206.917,56.833,30.217,73.375,0.5,2025-07-19
77.917,25.317,65.225,10.904,13.908,250.625,50.917,29.746,76.042,0.0,2025-07-20
80.083,28.558,67.708,13.317,14.475,264.417,54.333,30.012,76.417,1.8,2025-07-21
86.0,27.454,66.304,10.642,11.883,232.042,56.5,30.192,74.667,0.4,2025-07-22
79.0,23.742,60.162,8.138,8.921,221.708,57.708,29.429,77.625,1.8,2025-07-23
75.625,25.888,63.446,9.088,10.712,246.292,60.667,29.675,76.75,1.8,2025-07-24
79.0,24.271,65.192,10.271,11.829,249.625,60.375,29.721,76.833,0.6,2025-07-25
77.583,26.392,72.404,9.462,11.404,233.208,64.0,29.713,75.583,1.0,2025-07-26
82.417,26.162,67.946,9.296,11.329,222.958,63.25,29.404,75.417,0.6,2025-07-27
75.417,22.392,68.546,7.967,9.742,218.333,61.0,29.362,75.0,0.2,2025-07-28
69.917,20.338,53.971,7.175,8.362,202.208,59.375,29.25,76.375,0.3,2025-07-29
71.0,24.488,65.792,8.392,9.838,222.75,59.167,28.938,79.25,1.5,2025-07-30
80.25,26.921,74.754,11.121,12.062,252.25,56.25,28.808,80.083,1.2,2025-07-31
77.292,23.213,59.183,11.013,11.121,244.042,52.958,28.429,79.917,2.1,2025-08-01
73.25,21.646,62.004,11.821,10.675,230.833,50.667,28.088,81.25,2.1,2025-08-02
69.375,20.679,60.433,9.7,10.933,233.458,57.5,28.312,80.208,1.3,2025-08-03
64.958,18.121,49.767,10.079,10.35,218.042,55.333,28.342,79.5,1.5,2025-08-04
63.708,19.229,47.267,9.683,9.233,223.375,53.042,28.042,80.0,2.0,2025-08-05
67.333,20.938,50.062,9.4,9.971,246.958,53.5,28.0,79.625,1.9,2025-08-06
70.333,21.567,50.683,10.825,11.083,251.0,52.708,28.067,80.375,2.2,2025-08-07
68.208,18.65,42.592,8.712,9.754,223.042,53.667,28.271,76.75,0.9,2025-08-08
61.667,17.292,39.275,8.821,10.092,212.125,50.25,28.208,78.333,1.9,2025-08-09
63.083,19.412,43.312,8.879,10.342,214.25,50.208,28.012,79.042,1.7,2025-08-10
66.333,19.388,46.842,8.912,9.237,223.333,45.708,27.696,80.0,1.6,2025-08-11
64.625,18.742,39.621,8.513,8.942,223.958,46.375,28.008,77.042,1.8,2025-08-12
68.375,21.433,46.588,11.167,11.808,265.417,47.792,28.088,80.583,1.2,2025-08-13
70.583,21.783,50.838,17.958,16.392,396.208,41.167,28.492,82.0,0.1,2025-08-14
75.958,27.404,69.171,20.954,20.9,471.875,53.25,29.354,77.25,0.3,2025-08-15
83.667,27.879,64.258,21.208,21.792,323.167,61.458,29.496,77.958,0.0,2025-08-16
78.458,23.042,46.9,17.592,18.483,329.417,62.25,27.8,87.333,0.0,2025-08-17
80.792,25.504,40.167,21.621,19.537,470.458,72.0,,,0,2025-08-18
